Order_ID,Platform,Order_Date,Customer_Name,State,Category,Product,Quantity,Unit_Price,Sales,Discount_Pct,Rating
ORD100026,Amazon,2026-05-25,Anthony Hodges,Karnataka,Fashion,Instead,4.0,,0.0,10.0,4.0
ORD100027,Flipkart,2024-09-20,Caitlin Holland,Telangana,Grocery,Technology,10.0,1499.0,14990.0,15.0,3.0
ORD100028,Flipkart,2024-10-26,Melissa Lambert,,Fashion,Each,9.0,2999.0,26991.0,0.0,5.0
ORD100029,Flipkart,2026-05-27,Katie Santos,Karnataka,Fashion,Military,1.0,,0.0,10.0,
ORD100030,Amazon,2025-01-21,Kathleen Jordan,,Electronics,Draw,7.0,2999.0,,15.0,4.0
ORD100031,Flipkart,2025-06-24,Brandon Davis,Telangana,Electronics,True,5.0,,0.0,0.0,3.0
ORD100032,Amazon,2024-11-28,Kristin Conner,Telangana,Home,Part,9.0,199.0,1791.0,,4.0
ORD100033,Amazon,2025-01-04,Nicole Baker,Telangana,ELECTRONICS,Two,5.0,,0.0,0.0,3.0
ORD100034,Flipkart,2025-02-08,Dr. Sherry Grant,Karnataka,Home,Reach,10.0,199.0,1990.0,0.0,
ORD100035,Flipkart,2025-09-29,Troy Jones,,Beauty,News,9.0,999.0,8991.0,10.0,4.0
ORD100036,Amazon,2025-12-22,Tracey Boone,Tamil Nadu,Electronics,Site,8.0,,,5.0,4.0
ORD100037,Flipkart,2025-09-06,Cassandra Johnson,,Beauty,Religious,4.0,,0.0,10.0,4.0
ORD100038,Flipkart,2025-06-23,John Collins,Maharashtra,Beauty,When,4.0,1499.0,5996.0,10.0,1.0
ORD100039,Flipkart,2026-04-05,Thomas Thompson,Karnataka,Fashion,Successful,8.0,1499.0,11992.0,20.0,3.0
ORD100040,Flipkart,2026-04-13,Ashley Stevens,Maharashtra,Electronics,Stock,,499.0,499.0,10.0,3.0
ORD100041,Amazon,2025-05-06,Michelle Gardner,,Beauty,Interview,4.0,999.0,3996.0,15.0,
ORD100042,Amazon,2025-10-10,Stephanie Anderson,Maharashtra,Beauty,Lead,1.0,1499.0,1499.0,0.0,4.0
ORD100043,Amazon,2024-07-31,Jeffrey Gilbert,Telangana,Beauty,Collection,2.0,2999.0,5998.0,15.0,5.0
ORD100044,Amazon,2024-12-09,Melissa Davis,Tamil Nadu,Beauty,Throw,3.0,199.0,597.0,,3.0
ORD100045,Flipkart,2024-11-13,Sydney Holmes,,Grocery,Firm,6.0,1499.0,8994.0,15.0,3.0
ORD100046,Amazon,2025-06-25,Tyler Murphy,,Fashion,Open,10.0,1499.0,14990.0,15.0,5.0
ORD100047,Amazon,2026-05-18,Shelley Thomas,,electronics,Probably,10.0,199.0,1990.0,5.0,5.0
ORD100048,Flipkart,2025-09-05,Dakota Hampton,Tamil Nadu,Beauty,Until,10.0,,0.0,5.0,4.0
ORD100049,Amazon,2024-11-12,Mrs. Teresa Sanchez,,Fashion,Also,10.0,999.0,9990.0,20.0,4.0
ORD100050,Flipkart,2026-02-01,Donald Perez,,Electronics,Environmental,6.0,999.0,5994.0,10.0,5.0
ORD100051,Flipkart,2025-11-04,Megan Mitchell,Tamil Nadu,Fashion,System,6.0,1499.0,8994.0,20.0,
ORD100052,Flipkart,2026-02-26,Anthony Mccarthy,Maharashtra,Beauty,Card,1.0,499.0,499.0,20.0,2.0
ORD100053,Amazon,2025-07-14,Julie Le,Karnataka,Fashion,Everyone,1.0,999.0,999.0,,4.0
ORD100054,Amazon,2025-09-01,Kimberly Cooke,Tamil Nadu,Grocery,Wish,2.0,999.0,1998.0,15.0,
ORD100055,Flipkart,2025-07-02,John Byrd,,Fashion,Here,9.0,499.0,4491.0,15.0,2.0
ORD100056,Amazon,2024-07-26,Douglas Baxter,,Electronics,Skin,1.0,1499.0,1499.0,20.0,2.0
ORD100057,Amazon,2026-02-01,Brittany Greene,Tamil Nadu,Electronics,Bag,3.0,,0.0,5.0,
ORD100058,Flipkart,2024-10-26,Lauren Carter,,Grocery,Factor,2.0,,0.0,15.0,1.0
ORD100059,Flipkart,2026-02-13,Jeffery Moore,MAHARASHTRA,Beauty,Meeting,9.0,2999.0,26991.0,10.0,
ORD100060,Amazon,2026-01-17,Crystal Brown,,home,Explain,9.0,499.0,4491.0,5.0,
ORD100061,Flipkart,2026-01-24,Nicholas Clark,Tamil Nadu,Grocery,Along,,,0.0,0.0,2.0
ORD100062,Flipkart,2024-07-17,Samuel Rosales,Tamil Nadu,Home,Its,8.0,,0.0,5.0,1.0
ORD100063,Amazon,2026-05-18,Allen Lee,Karnataka,Grocery,Individual,5.0,2999.0,14995.0,,5.0
ORD100064,Amazon,2026-03-12,James Stevens,,Home,Listen,8.0,499.0,3992.0,5.0,2.0
ORD100065,Flipkart,2026-04-28,Denise Taylor,maharashtra,Home,Everyone,5.0,999.0,,20.0,
ORD100066,Amazon,2024-12-05,Amanda Mccoy,Telangana,Fashion,Between,10.0,199.0,1990.0,5.0,2.0
ORD100067,Flipkart,2026-06-11,Courtney Williams,Tamil Nadu,Home,Capital,9.0,1499.0,13491.0,5.0,5.0
ORD100068,Flipkart,2025-03-14,Heather Davis,Telangana,Electronics,Why,2.0,999.0,1998.0,15.0,2.0
ORD100069,Flipkart,2025-01-26,Tanya Mcmillan,Telangana,Home,Help,9.0,999.0,8991.0,0.0,1.0
ORD100070,Amazon,2025-04-30,Emily Davis,Maharashtra,Grocery,Until,5.0,,0.0,5.0,2.0
ORD100071,Amazon,2025-01-08,Kenneth Avery,Maharashtra,Beauty,Green,8.0,1499.0,11992.0,15.0,1.0
ORD100072,Amazon,2025-04-21,John Woodard,,Home,Week,2.0,499.0,998.0,,3.0
ORD100073,Flipkart,2026-05-29,Sean Brown,,Fashion,Operation,2.0,,0.0,15.0,5.0
ORD100074,Flipkart,2025-10-20,Jason Moore,,Electronics,Region,5.0,999.0,4995.0,15.0,1.0
ORD100075,Flipkart,2026-03-03,Jonathan Klein Jr.,Tamil Nadu,Electronics,Phone,1.0,999.0,999.0,,4.0
ORD100076,Amazon,2025-03-24,Michael Sanchez,Tamil Nadu,Home,Should,3.0,1499.0,4497.0,,4.0
ORD100077,Amazon,2024-10-12,Janet Pope,Tamil Nadu,Grocery,Commercial,4.0,999.0,3996.0,15.0,3.0
ORD100078,Flipkart,2025-04-02,Robert Swanson,Maharashtra,Home,White,3.0,499.0,1497.0,10.0,2.0
ORD100079,Amazon,2024-07-12,Heidi Reid,,Fashion,Quite,9.0,1499.0,13491.0,,
ORD100080,Flipkart,2025-06-22,Christina Gay,Maharashtra,Electronics,Method,6.0,199.0,1194.0,0.0,5.0
ORD100081,Flipkart,2024-07-07,Julie Bell,Maharashtra,Electronics,Far,,499.0,3992.0,10.0,2.0
ORD100082,Flipkart,2025-01-29,Amy King,Tamil Nadu,Home,Plan,4.0,999.0,3996.0,,5.0
ORD100083,Flipkart,2025-11-13,Christopher Johnson,Karnataka ,Home,Hair,8.0,,0.0,5.0,1.0
ORD100084,Amazon,2024-10-27,Mark Carter,Tamil Nadu,Home,Region,4.0,199.0,796.0,0.0,4.0
ORD100085,Flipkart,2026-01-18,Karen Higgins,,Grocery,Memory,7.0,,0.0,10.0,3.0
ORD100086,Flipkart,2025-11-02,Jonathan Harris,Tamil Nadu,Beauty,To,10.0,2999.0,29990.0,15.0,3.0
ORD100087,Flipkart,2025-12-17,Jennifer Brown,,Home,History,3.0,199.0,597.0,20.0,1.0
ORD100088,Amazon,2025-04-17,Jessica Williamson,Telangana,Home,Man,7.0,1499.0,10493.0,20.0,1.0
ORD100089,Flipkart,2025-08-27,Christopher Wolfe,Maharashtra,Home,Responsibility,7.0,,,,
ORD100090,Flipkart,2024-07-07,Dominic West,Telangana,Beauty,Often,,199.0,1194.0,10.0,3.0
ORD100091,Amazon,2026-05-31,Mark Anderson,Telangana,Beauty,Upon,7.0,,0.0,5.0,
ORD100092,Flipkart,2026-04-03,Eric Grant,,Fashion,Will,5.0,1499.0,7495.0,10.0,
ORD100093,Amazon,2024-08-29,Danielle Williams,,Beauty,Trial,10.0,199.0,1990.0,5.0,
ORD100094,Flipkart,2024-10-24,Michelle Thomas,,Grocery,Someone,7.0,2999.0,20993.0,10.0,4.0
ORD100095,Amazon,2024-10-28,Nathan Mcgrath,Telangana,Home,Oil,2.0,499.0,998.0,,1.0
ORD100096,Amazon,2026-02-21,Charles Glass,,Electronics,Anything,7.0,499.0,3493.0,0.0,4.0
ORD100097,Amazon,2024-09-28,Taylor Bryan,Maharashtra,Fashion,Program,1.0,1499.0,1499.0,15.0,4.0
ORD100098,Amazon,2025-09-13,Dr. Christopher Logan MD,,Home,Suddenly,4.0,2999.0,11996.0,10.0,5.0
ORD100099,Flipkart,2025-12-03,Christine Cole,Karnataka,Home,A,1.0,499.0,499.0,10.0,
ORD100100,Flipkart,2024-09-14,Max Lee,Telangana,Fashion,Call,6.0,1499.0,8994.0,5.0,3.0
ORD100101,Flipkart,2024-06-19,Terry Thomas,Telangana,Beauty,Recent,4.0,,0.0,15.0,5.0
ORD100102,Flipkart,2026-01-02,Christian Vance,,Home,Dream,9.0,,0.0,,3.0
ORD100103,Flipkart,2026-04-06,Vanessa Black,Karnataka,Electronics,Remember,9.0,1499.0,,,2.0
ORD100104,Flipkart,2025-07-02,Gloria Chung,Karnataka,Electronics,People,6.0,1499.0,8994.0,5.0,1.0
ORD100105,Amazon,2025-12-13,Janet May,,Home,Item,8.0,499.0,3992.0,15.0,3.0
ORD100106,Amazon,2025-11-18,Timothy Cochran,,Home,Rock,3.0,499.0,1497.0,15.0,4.0
ORD100107,Flipkart,2025-05-15,Amber Schultz,,Beauty,Director,9.0,499.0,4491.0,10.0,4.0
ORD100108,Amazon,2025-07-02,Justin Smith,,Home,Night,7.0,2999.0,20993.0,20.0,4.0
ORD100109,Flipkart,2025-03-09,Erin Montgomery,Telangana,Electronics,Black,4.0,1499.0,5996.0,,
ORD100110,Flipkart,2025-10-24,Jordan Graham,,Grocery,Score,7.0,,0.0,20.0,5.0
ORD100111,Flipkart,2025-08-29,Justin Thomas,Karnataka,Beauty,Evidence,5.0,999.0,4995.0,,5.0
ORD100112,Amazon,2025-01-06,Christian Graham,Telangana,Beauty,Reality,6.0,199.0,1194.0,20.0,4.0
ORD100113,Flipkart,2026-01-03,Randy Watson,Karnataka,Grocery,Art,6.0,499.0,2994.0,15.0,1.0
ORD100114,Flipkart,2025-01-10,Laura Hernandez,Telangana,Home,Majority,2.0,199.0,398.0,,3.0
ORD100115,Amazon,2025-02-22,Kevin Miller,,Grocery,Ok,5.0,2999.0,14995.0,0.0,
ORD100116,Amazon,2025-11-16,Megan Gonzalez,,Electronics,Bad,7.0,,0.0,0.0,
ORD100117,Amazon,2024-12-21,Allison Miller,,Home,Station,2.0,199.0,398.0,0.0,3.0
ORD100118,Flipkart,2024-11-14,Cody Cole,Telangana,Fashion,Wind,4.0,2999.0,11996.0,10.0,2.0
ORD100119,Amazon,2025-06-05,Stephanie Perry,,Beauty,Personal,9.0,199.0,1791.0,0.0,4.0
ORD100120,Flipkart,2025-10-02,Ashley Henderson,Karnataka,Grocery,Actually,2.0,2999.0,5998.0,20.0,2.0
ORD100121,Amazon,2026-03-09,Holly Singh,Maharashtra,Fashion,Here,5.0,999.0,4995.0,20.0,3.0
ORD100122,Amazon,2025-05-14,Robert Jones,Maharashtra,Grocery,Executive,3.0,2999.0,8997.0,15.0,4.0
ORD100123,Flipkart,2025-07-01,George Rasmussen,Telangana,Electronics,Born,2.0,999.0,1998.0,20.0,2.0
ORD100124,Flipkart,2025-02-14,Hayley Rojas,,Beauty,Stock,4.0,2999.0,11996.0,10.0,3.0
ORD100125,Amazon,2025-01-24,Kyle Frederick,Tamil Nadu,Grocery,Forget,2.0,499.0,998.0,0.0,4.0
ORD100126,Amazon,2025-01-17,Mr. Kevin Davidson,Tamil Nadu,Home,Hope,4.0,1499.0,5996.0,,
ORD100127,Flipkart,2026-02-06,Sean Sims,Telangana,Electronics,Manage,4.0,,0.0,20.0,5.0
ORD100128,Amazon,2026-04-18,Todd Cunningham,,Electronics,Cup,9.0,999.0,8991.0,0.0,5.0
ORD100129,Flipkart,2024-08-21,Luke Taylor,Maharashtra,Grocery,Herself,9.0,,,,3.0
ORD100130,Amazon,2026-02-10,Brandy Taylor,Telangana,Grocery,Couple,10.0,1499.0,14990.0,15.0,
ORD100131,Amazon,2024-06-15,Kathleen Noble,Telangana,Home,Movie,1.0,499.0,499.0,20.0,4.0
ORD100132,Flipkart,2024-08-26,Jane Costa,,Grocery,Final,4.0,199.0,796.0,,3.0
ORD100133,Amazon,2025-05-26,Nicole Floyd,,Grocery,Back,8.0,2999.0,23992.0,0.0,3.0
ORD100134,Flipkart,2026-06-09,Madison Gonzalez,Telangana,Grocery,Community,10.0,499.0,4990.0,5.0,2.0
ORD100135,Amazon,2026-04-01,Jamie Stewart,Tamil Nadu,Fashion,Check,7.0,1499.0,10493.0,20.0,4.0
ORD100136,Amazon,2025-04-19,Samuel Berger,Tamil Nadu,Grocery,No,5.0,499.0,2495.0,20.0,1.0
ORD100137,Amazon,2025-04-29,Dr. James Smith,Maharashtra,Home,Wish,5.0,499.0,2495.0,5.0,3.0
ORD100138,Amazon,2026-05-23,Jennifer Johns,Telangana,Electronics,Case,6.0,,0.0,20.0,
ORD100139,Amazon,2026-04-08,William Bell,Maharashtra,Electronics,Teach,7.0,2999.0,,5.0,5.0
ORD100140,Flipkart,2024-12-02,Nicholas Wagner,,Beauty,Keep,5.0,499.0,2495.0,,5.0
ORD100141,Amazon,2026-02-17,Rachel Fry,Karnataka,Beauty,Oil,7.0,999.0,6993.0,0.0,1.0
ORD100142,Amazon,2025-06-06,Laura Knapp,,Beauty,Once,6.0,199.0,1194.0,,3.0
ORD100143,Flipkart,2025-05-23,Melissa Meyer,Maharashtra,Beauty,Red,4.0,999.0,3996.0,10.0,5.0
ORD100144,Amazon,2026-03-24,Caitlyn Warner,Karnataka,home,Cut,7.0,499.0,3493.0,,4.0
ORD100145,Amazon,2025-06-15,Daniel Brock,,Grocery,But,5.0,1499.0,7495.0,0.0,5.0
ORD100146,Flipkart,2025-04-02,Lori Barker,Tamil Nadu,Electronics,His,2.0,199.0,398.0,10.0,4.0
ORD100147,Flipkart,2025-02-05,George Simmons,Karnataka,Electronics,Actually,10.0,1499.0,14990.0,20.0,4.0
ORD100148,Amazon,2026-02-10,Mr. Todd Harris,maharashtra,Grocery,Religious,2.0,1499.0,2998.0,5.0,2.0
ORD100149,Amazon,2026-06-02,Nicole Anderson,Tamil Nadu,Beauty,Find,7.0,999.0,6993.0,20.0,3.0
ORD100150,Amazon,2025-09-06,Robert Melendez,,Home,Trade,5.0,499.0,2495.0,20.0,1.0
ORD100151,Flipkart,2026-01-13,Deborah Farrell,Telangana,Electronics,Audience,10.0,,0.0,20.0,1.0
ORD100152,Flipkart,2026-02-06,James Jenkins,Maharashtra,Home,Paper,8.0,,0.0,,2.0
ORD100153,Flipkart,2025-10-10,Veronica Elliott,Telangana,ELECTRONICS,Market,6.0,999.0,5994.0,20.0,5.0
ORD100154,Flipkart,2025-07-18,Erica Kennedy,Telangana,Fashion,Set,2.0,,0.0,5.0,2.0
ORD100155,Amazon,2025-01-19,Michael Simpson,Maharashtra,Home,Two,1.0,999.0,999.0,0.0,5.0
ORD100156,Flipkart,2025-07-15,Jessica Henry,Telangana,Fashion,Relationship,1.0,2999.0,2999.0,15.0,2.0
ORD100157,Flipkart,2025-08-14,Tammy Landry,Telangana,Electronics,Audience,6.0,,0.0,5.0,2.0
ORD100158,Amazon,2025-11-18,Jenna Harris,,Grocery,Ground,5.0,499.0,2495.0,20.0,1.0
ORD100159,Flipkart,2024-09-18,Julie Schmitt,,Electronics,Reveal,7.0,,0.0,,3.0
ORD100160,Amazon,2025-04-30,Robert Gray,,Home,Practice,4.0,2999.0,11996.0,0.0,2.0
ORD100161,Flipkart,2024-07-27,Stephanie Taylor,,Beauty,Behavior,8.0,2999.0,23992.0,10.0,4.0
ORD100162,Amazon,2024-09-03,Jacqueline White,,Grocery,While,8.0,,0.0,0.0,1.0
ORD100163,Amazon,2026-05-12,Bob Schneider,Maharashtra,Grocery,Organization,,999.0,4995.0,,3.0
ORD100164,Amazon,2024-10-01,Tammy Wilson,Karnataka,Grocery,Wife,10.0,199.0,1990.0,5.0,1.0
ORD100165,Flipkart,2024-06-16,Stephanie Long,Telengana,Grocery,Political,5.0,999.0,4995.0,10.0,2.0
ORD100166,Flipkart,2024-12-19,Steven Wilson,,Beauty,Quickly,4.0,2999.0,11996.0,0.0,
ORD100167,Amazon,2025-07-04,Jenna Garcia,Karnataka,Beauty,Song,8.0,199.0,1592.0,0.0,5.0
ORD100168,Amazon,2025-09-04,Sophia Cruz,Telangana,Grocery,Close,10.0,499.0,4990.0,15.0,1.0
ORD100169,Flipkart,2025-05-18,Carol Leon,Maharashtra,Beauty,Just,7.0,499.0,3493.0,10.0,2.0
ORD100170,Amazon,2025-11-22,Michelle Newman,,Grocery,Someone,6.0,2999.0,17994.0,,2.0
ORD100171,Flipkart,2025-01-20,John Williams,,Home,Bad,2.0,2999.0,5998.0,10.0,2.0
ORD100172,Flipkart,2024-07-20,Joseph Lamb,Maharashtra,Fashion,Service,4.0,199.0,796.0,0.0,4.0
ORD100173,Amazon,2024-11-12,Alyssa Martin,,Grocery,Open,10.0,999.0,9990.0,10.0,
ORD100174,Amazon,2026-03-09,Erik Fitzgerald,Karnataka ,Grocery,Bit,3.0,2999.0,8997.0,10.0,5.0
ORD100175,Flipkart,2025-07-06,Brooke Hudson,Tamil Nadu,Electronics,Raise,6.0,199.0,1194.0,5.0,3.0
ORD100176,Amazon,2026-05-26,Jonathan Kline,,Grocery,Player,10.0,2999.0,29990.0,0.0,1.0
ORD100177,Amazon,2026-02-12,Reginald Gonzalez,,Beauty,Up,9.0,2999.0,26991.0,15.0,4.0
ORD100178,Flipkart,2025-10-25,Alexis Walker,Karnataka,Electronics,Amount,10.0,499.0,4990.0,5.0,2.0
ORD100179,Flipkart,2025-10-16,Amber Wiley,Telangana,Fashion ,Course,9.0,499.0,4491.0,15.0,3.0
ORD100180,Amazon,2026-05-03,Robert Garcia,Telangana,Home,Act,3.0,2999.0,8997.0,0.0,2.0
ORD100181,Flipkart,2026-02-18,Audrey White,,Grocery,Couple,1.0,999.0,999.0,0.0,
ORD100182,Amazon,2025-07-24,Kathy Baker,,Electronics,Behind,9.0,1499.0,13491.0,20.0,1.0
ORD100183,Amazon,2024-12-12,Nathan Baldwin,Maharashtra,Grocery,Rock,2.0,999.0,1998.0,15.0,4.0
ORD100184,Amazon,2024-09-11,Kyle Hall,Tamil Nadu,Home,Individual,9.0,499.0,,5.0,2.0
ORD100185,Amazon,2025-12-22,Christina Bell,,Fashion,Mr,1.0,199.0,199.0,20.0,4.0
ORD100186,Amazon,2024-10-27,Kelly Boyle,Telangana,Fashion,My,,199.0,597.0,10.0,
ORD100187,Flipkart,2024-09-10,David Salazar,,Electronics,Local,2.0,499.0,998.0,0.0,2.0
ORD100188,Amazon,2025-11-27,Janet Lindsey,Tamil Nadu,Beauty,Purpose,3.0,,0.0,15.0,1.0
ORD100189,Amazon,2024-11-04,Alexis Spears,,Beauty,From,4.0,1499.0,5996.0,10.0,
ORD100190,Flipkart,2025-09-24,Roberta Watts,,Grocery,Of,10.0,199.0,1990.0,15.0,
ORD100191,Amazon,2025-11-12,Michael Smith,,Electronics,Level,3.0,199.0,597.0,,2.0
ORD100192,Amazon,2026-02-09,Shawn Martinez,Tamil Nadu,Home,Almost,10.0,2999.0,29990.0,0.0,1.0
ORD100193,Flipkart,2024-07-15,Elizabeth Lewis,Tamil Nadu,Grocery,Image,2.0,,0.0,10.0,2.0
ORD100194,Amazon,2025-05-01,John Diaz,Tamil Nadu,Fashion,Subject,6.0,499.0,2994.0,,2.0
ORD100195,Flipkart,2026-04-08,Ryan Cruz,Tamil Nadu,Fashion,Eat,3.0,999.0,2997.0,15.0,1.0
ORD100196,Flipkart,2024-11-23,Mrs. Courtney Mahoney DDS,,Electronics,Pass,9.0,,0.0,20.0,2.0
ORD100197,Flipkart,2025-10-01,Mr. Brendan Maxwell,,Grocery,Participant,6.0,2999.0,17994.0,5.0,5.0
ORD100198,Flipkart,2024-08-15,Garrett Rodriguez,Tamil Nadu,electronics,Site,7.0,2999.0,20993.0,10.0,5.0
ORD100199,Flipkart,2026-05-02,Stacey Weaver,Maharashtra,Grocery,Know,5.0,2999.0,14995.0,20.0,4.0
ORD100200,Amazon,2025-12-12,Monica Moore,Telangana,Grocery,Matter,2.0,1499.0,2998.0,5.0,4.0
ORD100201,Flipkart,2025-10-03,Barbara Jones,Tamil Nadu,Fashion,Travel,6.0,199.0,1194.0,10.0,3.0
ORD100202,Amazon,2025-06-15,Jamie Anderson,Karnataka,Home,Hear,6.0,2999.0,17994.0,,2.0
ORD100203,Flipkart,2024-09-06,Jason Vasquez,Karnataka,Beauty,Reality,5.0,199.0,995.0,20.0,4.0
ORD100204,Flipkart,2025-02-14,Tyler Cooper,,Fashion,Happy,4.0,2999.0,11996.0,20.0,2.0
ORD100205,Flipkart,2025-10-23,Kimberly Harvey,Maharashtra,Home,Born,10.0,499.0,4990.0,0.0,4.0
ORD100206,Amazon,2026-02-22,James Brown,Karnataka,Beauty,Enter,1.0,499.0,499.0,10.0,4.0
ORD100207,Amazon,2026-05-08,Carolyn Middleton,Telangana,Electronics,Stock,5.0,199.0,995.0,15.0,
ORD100208,Amazon,2025-03-11,Melissa Porter,Tamil Nadu,Home,Happen,2.0,2999.0,5998.0,5.0,
ORD100209,Amazon,2026-03-05,Kevin Thompson,Karnataka,Fashion,Improve,2.0,999.0,1998.0,,1.0
ORD100210,Flipkart,2026-05-31,Glenn Ward,,Grocery,Local,7.0,499.0,3493.0,20.0,
ORD100211,Amazon,2025-07-17,Jacqueline Miller,Tamil Nadu,Grocery,Appear,2.0,999.0,1998.0,15.0,3.0
ORD100212,Flipkart,2025-08-06,Elizabeth Meyer,Karnataka,Grocery,Nature,9.0,999.0,8991.0,,1.0
ORD100213,Flipkart,2025-10-07,William Floyd,Tamil Nadu,Fashion,New,5.0,2999.0,14995.0,5.0,5.0
ORD100214,Flipkart,2025-11-30,Eric Green,Maharashtra,Electronics,Position,7.0,1499.0,10493.0,20.0,3.0
ORD100215,Flipkart,2026-01-25,Rhonda Lucas,Telangana,Fashion,Apply,9.0,1499.0,13491.0,10.0,2.0
ORD100216,Amazon,2025-02-23,Katie Wolf,Maharashtra,Home,Song,6.0,2999.0,17994.0,5.0,3.0
ORD100217,Amazon,2026-04-15,Jeffrey Williamson,Telangana,Grocery,Reach,4.0,2999.0,11996.0,15.0,3.0
ORD100218,Amazon,2025-01-21,Lance Morgan,Tamil Nadu,Fashion,Help,6.0,199.0,1194.0,20.0,
ORD100219,Amazon,2024-07-02,Andrew Huang,Telangana,Fashion,Report,10.0,999.0,9990.0,15.0,2.0
ORD100220,Amazon,2025-12-30,Bryan Williams,Karnataka,Beauty,Blue,7.0,199.0,1393.0,15.0,2.0
ORD100221,Amazon,2025-12-16,Donna Flores,Maharashtra,Beauty,Treatment,2.0,2999.0,5998.0,20.0,5.0
ORD100222,Flipkart,2025-09-14,Lacey Welch,Telangana,Electronics,Notice,7.0,1499.0,10493.0,15.0,4.0
ORD100223,Flipkart,2025-03-31,Kendra Bowman,Tamil Nadu,Home,Wall,,,0.0,10.0,4.0
ORD100224,Amazon,2025-09-13,Savannah Lowe,,Beauty,Alone,3.0,,0.0,0.0,4.0
ORD100225,Amazon,2025-08-14,Megan Peters,,Beauty,Never,6.0,,0.0,10.0,2.0
ORD100226,Amazon,2026-02-22,Cynthia Contreras,Maharashtra,Home,Home,5.0,199.0,995.0,20.0,3.0
ORD100227,Flipkart,2025-03-09,Kathryn Barr,Telangana,Beauty,Edge,5.0,2999.0,14995.0,15.0,5.0
ORD100228,Flipkart,2026-04-26,Brian Tate,,Grocery,Small,9.0,999.0,8991.0,0.0,
ORD100229,Flipkart,2025-11-30,Richard Walton,Tamil Nadu,Beauty,Television,1.0,1499.0,1499.0,0.0,4.0
ORD100230,Amazon,2024-10-11,Katherine James,,Electronics,Outside,5.0,2999.0,14995.0,0.0,5.0
ORD100231,Flipkart,2026-04-08,Christopher Neal,Maharashtra,Fashion,Class,4.0,1499.0,5996.0,,3.0
ORD100232,Flipkart,2026-04-11,Lindsey Martinez,Maharashtra,Fashion,Kitchen,9.0,999.0,8991.0,15.0,3.0
ORD100233,Flipkart,2026-01-29,Matthew Ashley,Karnataka,Electronics,Again,6.0,,0.0,15.0,1.0
