Order_ID,Customer_ID,Customer_Name,Gender,Age,Platform,Order_Date,Delivery_Date,State,City,Category,Product_ID,Product_Name,Brand,Quantity,Cost_Price,Selling_Price,Discount_%,Sales,Profit,Payment_Method,Delivery_Status,Customer_Rating,Warehouse,Salesperson
ORD100011,CUST10011,Joshua Thompson,Female,19,Flipkart,2025-07-16,2024-09-26,Telangana,Hyderabad,Fashion,P5949,Air Max Shoes,Nike,4,12428,15530.69,0,62122.76,12410.76,COD,Delivered,3.0,Hyderabad Hub,Devin Johnson
ORD100012,CUST10012,Jeremy Thompson,Male,25,Amazon,2025-01-26,2025-04-06,Karnataka,Bengaluru,Electronics,P8778,iPhone 15,Apple,4,20567,25806.47,15,87742.0,20957.88,Credit Card,Delivered,3.0,Bengaluru Hub,Becky Fry
ORD100013,CUST10013,Christopher Hall,Male,35,Amazon,2025-03-30,2025-01-30,Maharashtra,Pune,Grocery,P4284,Sunflower Oil,Fortune,4,14970,19979.7,20,63935.04,20038.8,Debit Card,Delivered,1.0,Pune Hub,Daniel Park
ORD100014,CUST10014,Michael Schmidt,Female,24,Flipkart,2025-04-21,2026-05-17,Telangana,Hyderabad,Fashion,P5776,Air Max Shoes,Nike,4,2143,2441.35,0,9765.4,1193.4,COD,Delivered,2.0,Hyderabad Hub,Katie Green
ORD100015,CUST10015,Linda Bradford,Female,47,Flipkart,2024-08-30,2026-02-24,Telangana,Hyderabad,Home,P7411,Pressure Cooker,Prestige,4,19964,28272.19,20,90471.01,33232.76,Credit Card,In Transit,4.0,Hyderabad Hub,Jennifer Patel
ORD100016,CUST10016,Jennifer White,Female,27,Flipkart,2025-11-06,2024-09-15,Delhi,New Delhi,Beauty,P8816,Face Wash,Loreal,3,24279,30339.87,0,91019.61,18182.61,UPI,Returned,2.0,New Delhi Hub,Kyle Spencer DVM
ORD100017,CUST10017,Mark Miller,Male,43,Amazon,2025-03-10,2024-12-05,Karnataka,Bengaluru,Fashion,P7996,Air Max Shoes,Nike,4,11966,13858.54,20,44347.33,7570.16,UPI,Returned,2.0,Bengaluru Hub,Tyler Mccarthy
ORD100018,CUST10018,Tiffany Cain,Female,57,Amazon,2026-01-30,2025-02-12,Delhi,New Delhi,Beauty,P6708,Face Wash,Loreal,3,17009,21886.87,15,55811.52,14633.61,COD,In Transit,2.0,New Delhi Hub,Reginald Bass
ORD100019,CUST10019,Bradley Villarreal,Male,35,Flipkart,2025-05-11,2025-12-04,Maharashtra,Pune,Beauty,P7849,Face Wash,Loreal,2,4272,5433.96,5,10324.52,2323.92,UPI,Returned,5.0,Pune Hub,Anna Hamilton
ORD100020,CUST10020,Jeanne Herring,Male,29,Amazon,2025-11-03,2024-11-30,Tamil Nadu,Chennai,Home,P2038,Pressure Cooker,Prestige,3,6664,8415.5,5,23984.17,5254.5,COD,Delivered,4.0,Chennai Hub,Amber Barton
ORD100021,CUST10021,Gerald Haynes,Male,18,Amazon,2024-07-15,2025-03-23,Tamil Nadu,Chennai,Grocery,P8061,Sunflower Oil,Fortune,1,1126,1460.73,20,1168.58,334.73,UPI,Cancelled,1.0,Chennai Hub,Steven Carr
ORD100022,CUST10022,Holly Gonzalez,Male,59,Amazon,2024-08-13,2025-04-24,Delhi,New Delhi,Beauty,P6845,Face Wash,Loreal,3,8141,11474.5,5,32702.32,10000.5,UPI,Delivered,3.0,New Delhi Hub,Dustin Moran
ORD100023,CUST10023,Jackson Diaz,Female,22,Flipkart,2024-09-14,2024-08-23,Karnataka,Bengaluru,Grocery,P9242,Sunflower Oil,Fortune,2,25154,36627.7,10,65929.86,22947.4,Credit Card,Delivered,4.0,Bengaluru Hub,Robert Glover
ORD100024,CUST10024,Amy Kent,Female,37,Flipkart,2026-01-06,2025-07-01,Telangana,Hyderabad,Home,P6218,Pressure Cooker,Prestige,1,5043,6467.56,5,6144.18,1424.56,UPI,Delivered,5.0,Hyderabad Hub,Krystal Paul
ORD100025,CUST10025,Holly Gomez DVM,Female,59,Flipkart,2025-05-08,2026-04-20,Tamil Nadu,Chennai,Electronics,P3040,iPhone 15,Apple,3,4447,5270.05,5,15019.64,2469.15,COD,Returned,3.0,Chennai Hub,Paul Rodriguez
ORD100026,CUST10026,Alexander Montgomery,Male,60,Flipkart,2026-06-11,2024-11-27,Telangana,Hyderabad,Electronics,P4699,iPhone 15,Apple,5,2739,3979.72,10,17908.74,6203.6,COD,Delivered,5.0,Hyderabad Hub,Meagan Morales
ORD100027,CUST10027,Randy Long,Female,57,Amazon,2025-01-26,2025-07-21,Maharashtra,Pune,Home,P4079,Pressure Cooker,Prestige,5,25582,36348.75,10,163569.38,53833.75,UPI,Delivered,3.0,Pune Hub,Larry King
ORD100028,CUST10028,Michael Fry,Male,21,Flipkart,2024-11-04,2024-07-15,Tamil Nadu,Chennai,Home,P2215,Pressure Cooker,Prestige,3,21778,28199.42,10,76138.43,19264.26,Credit Card,In Transit,4.0,Chennai Hub,Andrew Martin
ORD100029,CUST10029,Jonathan Alexander,Female,42,Amazon,2025-07-14,2024-07-18,Delhi,New Delhi,Grocery,P9380,Sunflower Oil,Fortune,1,9610,14082.56,10,12674.3,4472.56,UPI,Delivered,2.0,New Delhi Hub,Elizabeth Reed
ORD100030,CUST10030,Denise Abbott,Female,23,Amazon,2025-07-01,2025-05-18,Karnataka,Bengaluru,Fashion,P1792,Air Max Shoes,Nike,5,9522,11624.36,5,55215.71,10511.8,COD,Delivered,4.0,Bengaluru Hub,Karen Rogers
ORD100031,CUST10031,Melissa Johnson,Female,37,Flipkart,2024-07-23,2025-07-13,Telangana,Hyderabad,Home,P3744,Pressure Cooker,Prestige,4,25748,36710.17,5,139498.65,43848.68,Debit Card,Delivered,5.0,Hyderabad Hub,Corey Ramos
ORD100032,CUST10032,Sandra Baker,Female,44,Amazon,2026-02-24,2024-08-19,Delhi,New Delhi,Fashion,P7435,Air Max Shoes,Nike,2,27629,35149.08,5,66783.25,15040.16,Credit Card,Cancelled,3.0,New Delhi Hub,Stacey Potter
ORD100033,CUST10033,Billy Rivera,Female,25,Flipkart,2024-12-30,2025-11-08,Karnataka,Bengaluru,Electronics,P2253,Galaxy S24,Samsung,1,15492,23122.07,20,18497.66,7630.07,Debit Card,Cancelled,3.0,Bengaluru Hub,Dana Myers
ORD100034,CUST10034,Robert Lawrence,Female,59,Flipkart,2024-09-14,2025-07-17,Tamil Nadu,Chennai,Electronics,P9298,Galaxy S24,Samsung,5,11245,14240.94,10,64084.23,14979.7,COD,Delivered,5.0,Chennai Hub,Michelle Dodson
ORD100035,CUST10035,Robert Valentine,Female,23,Amazon,2024-09-30,2024-09-30,Tamil Nadu,Chennai,Grocery,P7581,Sunflower Oil,Fortune,5,15933,21878.39,5,103922.35,29726.95,Credit Card,Cancelled,3.0,Chennai Hub,Melissa Hart
ORD100036,CUST10036,Sheila Townsend,Female,49,Flipkart,2026-06-08,2025-01-01,Tamil Nadu,Chennai,Fashion,P1779,Air Max Shoes,Nike,1,26287,37421.5,20,29937.2,11134.5,Debit Card,In Transit,5.0,Chennai Hub,Kenneth Jackson
ORD100037,CUST10037,Garrett Arnold,Male,36,Amazon,2025-05-10,2026-02-08,,Mumbai,Grocery,P2750,Sunflower Oil,Fortune,1,7793,10301.16,0,10301.16,2508.16,COD,Cancelled,4.0,Mumbai Hub,Jessica Lewis
ORD100038,CUST10038,Louis Johnston,Female,27,Flipkart,2025-09-02,2025-04-16,Delhi,New Delhi,Electronics,P5210,Galaxy S24,Samsung,4,2289,3275.78,5,12447.96,3947.12,Debit Card,Delivered,3.0,New Delhi Hub,James Alexander
ORD100039,CUST10039,Nicole Mckenzie,Male,26,Flipkart,2026-01-15,2024-07-03,Karnataka,Bengaluru,Beauty,P7944,Face Wash,Loreal,5,7115,7914.96,0,39574.8,3999.8,UPI,In Transit,3.0,Bengaluru Hub,Sarah Robinson
ORD100040,CUST10040,Alexis Richardson,Female,58,Amazon,2025-08-07,2025-11-14,Maharashtra,Pune,Electronics,P7018,iPhone 15,Apple,2,25274,36619.98,15,62253.97,22691.96,Credit Card,Returned,5.0,Pune Hub,Patricia Gardner
ORD100041,CUST10041,Jennifer Edwards,Female,21,Flipkart,2025-07-21,2025-09-04,Telangana,Hyderabad,Fashion,P4859,Air Max Shoes,Nike,4,18988,21837.44,15,74247.3,11397.76,COD,Delivered,5.0,Hyderabad Hub,Alexa Wiley
ORD100042,CUST10042,Russell Monroe,Female,37,Amazon,2026-01-05,2024-11-01,Delhi,New Delhi,Home,P5990,Pressure Cooker,Prestige,4,20396,26976.2,0,107904.8,26320.8,Debit Card,In Transit,4.0,New Delhi Hub,Dr. Brian Miller
ORD100043,CUST10043,Sara Weaver,Male,57,Flipkart,2026-04-17,2025-09-29,Maharashtra,Pune,Electronics,P5182,Galaxy S24,Samsung,3,2760,3800.52,0,11401.56,3121.56,COD,Returned,3.0,Pune Hub,Charles Fitzgerald
ORD100044,CUST10044,Eric Harris,Male,55,Amazon,2025-09-24,2025-10-10,Delhi,New Delhi,Electronics,P6167,Galaxy S24,Samsung,4,16611,18707.32,5,71087.82,8385.28,UPI,Cancelled,1.0,New Delhi Hub,Richard Schaefer
ORD100045,CUST10045,Amanda Elliott,Female,54,Flipkart,2026-03-12,2025-09-02,Delhi,New Delhi,Electronics,P7269,Galaxy S24,Samsung,3,29223,38901.68,5,110869.79,29036.04,COD,Delivered,1.0,New Delhi Hub,Benjamin Mora
ORD100046,CUST10046,Annette Payne,Male,42,Flipkart,2026-05-02,2025-09-07,maharashtra,Chennai,electronics,P5807,,Prestige,5,20367,25753.96,15,109454.33,26934.8,UPI,Delivered,5.0,Chennai Hub,Nicole Torres
ORD100047,CUST10047,Aaron Clark MD,Female,57,Flipkart,2025-02-19,2025-12-11,Delhi,New Delhi,electronics,P5991,Face Wash,Loreal,2,5958,6718.88,20,10750.21,1521.76,Debit Card,Cancelled,3.0,New Delhi Hub,Marvin Floyd
ORD100048,CUST10048,Daniel Nichols,Male,18,Flipkart,2025-01-26,2026-05-28,Maharashtra,Pune,Beauty,P5731,Face Wash,Loreal,5,29365,38587.11,10,173641.99,46110.55,Credit Card,Delivered,2.0,Pune Hub,Andrea Wolfe
ORD100049,CUST10049,Cody Singh,Male,60,Amazon,2025-04-25,2024-08-28,Telangana,Hyderabad,Electronics,P2525,Galaxy S24,Samsung,1,21589,26488.47,10,23839.62,4899.47,Debit Card,Cancelled,3.0,Hyderabad Hub,Vickie Turner
ORD100050,CUST10050,Jennifer Welch,Male,24,Amazon,2025-06-03,2024-08-29,,Chennai,Electronics,P2909,,Apple,2,20982,27502.55,10,49504.59,13041.1,COD,Delivered,2.0,Chennai Hub,Elizabeth Moore
ORD100051,CUST10051,Dan Lewis,Female,36,Flipkart,2025-12-06,2024-07-30,Telangana,Hyderabad,Home,P1231,Pressure Cooker,Prestige,5,15977,21699.83,15,92224.28,28614.15,Credit Card,In Transit,3.0,Hyderabad Hub,Veronica Mays
ORD100052,CUST10052,Rachel Weber,Male,57,Amazon,2026-04-27,2025-04-13,Maharashtra,Pune,Fashion,P4664,Air Max Shoes,Nike,1,28567,38920.04,15,33082.03,10353.04,UPI,Delivered,2.0,Pune Hub,Cynthia Schwartz
ORD100053,CUST10053,Henry Graves,Male,43,Amazon,2026-01-04,2024-07-17,Tamil Nadu,Chennai,Grocery,P3946,Sunflower Oil,Fortune,5,4075,5183.29,0,25916.45,5541.45,Credit Card,Returned,3.0,Chennai Hub,Pamela White MD
ORD100054,CUST10054,Angela Owen,Male,56,Amazon,2025-09-17,2025-07-28,Maharashtra,Pune,Fashion,P4171,Air Max Shoes,Nike,3,10999,13707.58,10,37010.47,8125.74,UPI,Returned,3.0,Pune Hub,Nancy Martinez
ORD100055,CUST10055,Garrett Garcia,Male,41,Flipkart,2025-05-18,2024-12-12,Telangana,Hyderabad,Electronics,P9891,iPhone 15,Apple,4,29239,37702.11,20,120646.75,33852.44,COD,In Transit,3.0,Hyderabad Hub,Julie Brown
ORD100056,CUST10056,Danielle Smith,Female,30,Amazon,2026-01-17,2024-10-22,Delhi,New Delhi,Grocery,P7484,Sunflower Oil,Fortune,4,22526,25803.23,0,103212.92,13108.92,Credit Card,Delivered,5.0,New Delhi Hub,James Lynch
ORD100057,CUST10057,Ana Willis,Male,32,Amazon,2025-09-23,2026-01-31,Delhi,New Delhi,Electronics,P1584,Galaxy S24,Samsung,3,20408,25911.99,20,62188.78,16511.97,UPI,Delivered,4.0,New Delhi Hub,Paul Sanchez
ORD100058,CUST10058,Briana Nguyen,Female,35,Flipkart,2025-09-25,2024-11-05,Tamil Nadu,Chennai,Grocery,P1067,Sunflower Oil,Fortune,3,15427,22409.45,20,53782.68,20947.35,Credit Card,Delivered,,Chennai Hub,Michaela Huffman
ORD100059,CUST10059,Theresa Spence,Female,39,Amazon,2025-12-26,2026-05-14,Tamil Nadu,Chennai,Fashion,P1165,Air Max Shoes,Nike,4,7700,10108.3,5,38411.54,9633.2,Credit Card,Cancelled,3.0,Chennai Hub,Jonathan Vasquez MD
ORD100060,CUST10060,Ashley Mann,Female,41,Flipkart,2026-05-16,2025-05-08,Karnataka,Bengaluru,Electronics,P3831,Galaxy S24,Samsung,2,21776,32410.34,0,64820.68,21268.68,COD,Cancelled,1.0,Bengaluru Hub,James Wells
ORD100061,CUST10061,Vincent Anderson,Female,31,Amazon,2026-01-04,2025-01-20,Telangana,Hyderabad,Electronics,P3580,iPhone 15,Apple,1,8685,9884.19,0,9884.19,1199.19,Debit Card,Cancelled,2.0,Hyderabad Hub,Mary Nichols
ORD100062,CUST10062,Jennifer Simpson,Female,36,Flipkart,2024-07-19,2024-07-23,Karnataka,Bengaluru,Fashion,P1951,Air Max Shoes,Nike,2,19331,25103.5,10,45186.3,11545.0,UPI,Cancelled,5.0,Bengaluru Hub,Melanie Garrett
ORD100063,CUST10063,Jose Lopez,Male,28,Flipkart,2025-11-08,2026-05-20,Karnataka,Bengaluru,Grocery,P2022,Sunflower Oil,Fortune,2,25100,35286.35,10,63515.43,20372.7,Credit Card,Cancelled,1.0,Bengaluru Hub,Ann Bailey
ORD100064,CUST10064,Robert Matthews,Female,29,Amazon,2026-06-05,2024-08-04,Maharashtra,Pune,Electronics,P9092,iPhone 15,Apple,1,13089,18927.23,20,15141.78,5838.23,Debit Card,In Transit,2.0,Pune Hub,Rebekah Garcia
ORD100065,CUST10065,Alexander Wilson,Female,21,Amazon,2025-02-25,2026-06-25,Tamil Nadu,Chennai,Fashion,P8750,Air Max Shoes,Nike,5,18711,25930.21,10,116685.94,36096.05,Credit Card,Returned,2.0,Chennai Hub,Christopher Shields
ORD100066,CUST10066,Denise Fleming,Female,40,Flipkart,2026-03-12,2025-12-02,Telangana,Hyderabad,Home,P8235,Pressure Cooker,Prestige,5,9159,11357.18,10,51107.31,10990.9,UPI,Delivered,1.0,Hyderabad Hub,Scott Valencia
ORD100067,CUST10067,Eric Ryan,Male,52,Amazon,2026-03-30,2025-07-11,Karnataka,Bengaluru,Grocery,P9701,Sunflower Oil,Fortune,5,21598,26103.26,10,117464.67,22526.3,UPI,Returned,2.0,Bengaluru Hub,Chad Goodman
ORD100068,CUST10068,Heather Hernandez,Male,56,Amazon,2024-10-18,2026-05-20,Tamil Nadu,Chennai,Electronics,P8994,Galaxy S24,Samsung,5,13795,15605.93,5,74128.17,9054.65,Credit Card,Returned,1.0,Chennai Hub,Charles Vargas
ORD100069,CUST10069,Eric White,Male,35,Flipkart,2025-06-09,2024-11-30,Telangana,Hyderabad,Electronics,P2551,Galaxy S24,Samsung,1,6094,8955.07,0,8955.07,2861.07,Credit Card,Cancelled,3.0,Hyderabad Hub,Mary Mckinney
ORD100070,CUST10070,Drew Sanders,Female,20,Flipkart,2025-06-19,2025-06-02,Delhi,New Delhi,Fashion,P7926,Air Max Shoes,Nike,3,20595,27199.45,15,69358.6,19813.35,Debit Card,Returned,3.0,New Delhi Hub,Mark Harris
ORD100071,CUST10071,Bobby Powell,Female,51,Flipkart,2026-03-18,2025-10-01,Telangana,Hyderabad,Beauty,P1971,Face Wash,Loreal,2,5330,6490.47,0,12980.94,2320.94,Debit Card,Cancelled,2.0,Hyderabad Hub,Krystal Morrow
ORD100072,CUST10072,Eric Taylor,Female,20,Flipkart,2024-12-31,2025-11-11,Karnataka,Bengaluru,Electronics,P2701,iPhone 15,Apple,5,9509,12942.37,10,58240.67,17166.85,UPI,Cancelled,5.0,Bengaluru Hub,Kyle Cook
ORD100073,CUST10073,Jessica Harris,Male,27,Amazon,2026-06-23,2024-10-27,Delhi,New Delhi,Electronics,P5403,iPhone 15,Apple,1,13007,19359.76,15,16455.8,6352.76,COD,Returned,3.0,New Delhi Hub,Frederick Brown
ORD100074,CUST10074,Joel Morris,Female,33,Amazon,2024-09-01,2025-10-18,Telangana,Hyderabad,Home,P8533,Pressure Cooker,Prestige,4,9563,10665.1,15,36261.34,4408.4,Debit Card,Returned,4.0,Hyderabad Hub,Angela Shaw
ORD100075,CUST10075,James Mitchell,Female,20,Amazon,2025-02-05,2026-05-02,Maharashtra,Mumbai,Electronics,P4987,Galaxy S24,Samsung,3,26048,32675.55,0,98026.65,19882.65,UPI,Cancelled,1.0,Mumbai Hub,Paul Graham
ORD100076,CUST10076,Jon Moore,Male,42,Amazon,2026-03-19,2025-09-04,Tamil Nadu,Chennai,Electronics,P4779,Galaxy S24,Samsung,1,21880,26632.47,0,26632.47,4752.47,Debit Card,Cancelled,2.0,Chennai Hub,Emma Stone
ORD100077,CUST10077,Travis Lopez MD,Male,28,Amazon,2024-11-23,2025-04-11,Tamil Nadu,Chennai,Electronics,P9314,Galaxy S24,Samsung,1,20380,23163.83,5,22005.64,2783.83,Debit Card,Cancelled,1.0,Chennai Hub,Sara Willis
ORD100078,CUST10078,Wendy Tyler,Female,49,Flipkart,2026-05-19,2024-10-20,Delhi,New Delhi,Fashion,P2609,Air Max Shoes,Nike,3,18226,23496.99,10,63441.87,15812.97,UPI,Returned,4.0,New Delhi Hub,Felicia Harding
ORD100079,CUST10079,Jason Fritz,Female,20,Flipkart,2024-07-22,2025-12-14,Tamil Nadu,Chennai,Electronics,P2520,iPhone 15,Apple,1,7140,10206.32,0,10206.32,3066.32,UPI,Cancelled,5.0,Chennai Hub,Benjamin Mills
ORD100080,CUST10080,Jennifer Martinez,Female,20,Flipkart,2025-04-16,2024-09-15,Telangana,Hyderabad,Grocery,P5940,Sunflower Oil,Fortune,3,2195,2908.46,10,7852.84,2140.38,Debit Card,Returned,2.0,Hyderabad Hub,Kathryn Gordon
ORD100081,CUST10081,Timothy Perez,Male,53,Flipkart,2026-05-13,2024-06-25,Delhi,New Delhi,Home,P9169,Pressure Cooker,Prestige,2,13330,16664.74,15,28330.06,6669.48,Credit Card,Cancelled,1.0,New Delhi Hub,Susan Wagner
ORD100082,CUST10082,Anthony Martin,Male,37,Flipkart,2025-09-11,2024-09-14,Karnataka,Bengaluru,Home,P8384,Pressure Cooker,Prestige,1,22039,26313.61,20,21050.89,4274.61,Credit Card,In Transit,3.0,Bengaluru Hub,Danny Bates
ORD100083,CUST10083,Christopher Mccarthy,Male,36,Flipkart,2025-06-14,2024-11-14,Karnataka,Bengaluru,Fashion,P7320,Air Max Shoes,Nike,1,13271,16168.1,0,16168.1,2897.1,COD,In Transit,3.0,Bengaluru Hub,Julie Rodriguez
ORD100084,CUST10084,David Price,Male,28,Flipkart,2024-07-03,2024-08-20,Telangana,Hyderabad,Grocery,P4591,Sunflower Oil,Fortune,1,4067,4600.77,5,4370.73,533.77,Credit Card,Cancelled,4.0,Hyderabad Hub,Dillon Walter
ORD100085,CUST10085,Alicia Williams,Male,30,Flipkart,2024-09-03,2025-04-16,,Hyderabad,Electronics,P4020,Galaxy S24,Samsung,1,20204,25799.41,20,20639.53,5595.41,COD,In Transit,5.0,Hyderabad Hub,Charles Moore
ORD100086,CUST10086,Scott Johnson,Male,21,Amazon,2025-10-08,2024-11-24,Maharashtra,Mumbai,electronics,P7653,Pressure Cooker,Prestige,5,2935,4246.66,20,16986.64,6558.3,Credit Card,Returned,1.0,Mumbai Hub,Scott Woodard
ORD100087,CUST10087,Martha Hayes MD,Male,55,Amazon,2025-03-17,2025-02-04,Telangana,Hyderabad,Home,P9025,Pressure Cooker,Prestige,2,11628,16635.4,0,33270.8,10014.8,Credit Card,Returned,2.0,Hyderabad Hub,Tonya Stark
ORD100088,CUST10088,James Douglas,Female,38,Amazon,2024-11-03,2026-05-19,Delhi,New Delhi,Fashion,P6023,Air Max Shoes,Nike,2,4071,6016.91,10,10830.44,3891.82,Debit Card,Returned,3.0,New Delhi Hub,Christine Horn
ORD100089,CUST10089,Jeremy Ballard,Male,47,Amazon,2025-07-22,2025-04-17,Karnataka,Bengaluru,Fashion,P5208,Air Max Shoes,Nike,4,542,720.88,5,2739.34,715.52,UPI,Cancelled,2.0,Bengaluru Hub,Julie Grimes
ORD100090,CUST10090,Roger Sutton,Male,27,Amazon,2025-12-13,2025-06-22,,Chennai,Fashion,P4867,Air Max Shoes,Nike,2,27409,32832.8,10,59099.04,10847.6,Credit Card,Returned,2.0,Chennai Hub,Dale Wood
ORD100091,CUST10091,Jessica Howard,Female,59,Amazon,2025-06-24,2025-06-12,Delhi,New Delhi,Beauty,P6132,Face Wash,Loreal,5,15267,20602.59,10,92711.65,26677.95,Debit Card,In Transit,3.0,New Delhi Hub,Brianna Peterson
ORD100092,CUST10092,Gabrielle Roth,Male,32,Flipkart,2025-02-27,2025-02-28,Delhi,New Delhi,Grocery,P3129,Sunflower Oil,Fortune,3,23028,26051.42,0,78154.26,9070.26,Credit Card,Cancelled,1.0,New Delhi Hub,John Lewis
ORD100093,CUST10093,Michael Riley,Male,49,Amazon,2025-07-04,2026-06-14,Karnataka,Bengaluru,Grocery,P5747,Sunflower Oil,Fortune,4,9934,14830.92,5,56357.5,19587.68,UPI,Cancelled,4.0,Bengaluru Hub,Ronald Phillips
ORD100094,CUST10094,Ryan Stevens,Female,36,Amazon,2025-04-01,2024-12-27,maharashtra,Chennai,Beauty,P5748,Face Wash,Loreal,3,28202,33957.63,20,81498.31,17266.89,Credit Card,Returned,2.0,Chennai Hub,Carrie Hamilton
ORD100095,CUST10095,Denise Johnston,Male,38,Amazon,2025-05-11,2024-12-20,Tamil Nadu,Chennai,Electronics,P4934,Galaxy S24,Samsung,1,11734,14545.73,15,12363.87,2811.73,Credit Card,In Transit,1.0,Chennai Hub,Melissa Clark
ORD100096,CUST10096,Helen Davis,Female,32,Amazon,2024-08-20,2025-09-27,Maharashtra,Pune,Electronics,P4337,Galaxy S24,Samsung,3,24769,27491.34,0,82474.02,8167.02,Credit Card,Returned,5.0,Pune Hub,Raven Howell
ORD100097,CUST10097,William Gonzales,Male,32,Amazon,2024-07-31,2026-02-16,Delhi,New Delhi,Beauty,P2438,Face Wash,Loreal,1,2439,3175.54,5,3016.76,736.54,Credit Card,Returned,3.0,New Delhi Hub,Shannon Miller
ORD100098,CUST10098,Thomas Stewart,Female,50,Amazon,2025-08-29,2025-07-05,Tamil Nadu,Chennai,Beauty,P6405,Face Wash,Loreal,5,5246,7518.73,10,33834.28,11363.65,Debit Card,In Transit,3.0,Chennai Hub,Kylie May
ORD100099,CUST10099,Katie Wood,Male,45,Flipkart,2025-05-11,2026-02-15,Telangana,Hyderabad,Electronics,P7679,iPhone 15,Apple,4,28717,39628.91,10,142664.08,43647.64,UPI,Cancelled,2.0,Hyderabad Hub,Connie Watson
ORD100100,CUST10100,David Green,Male,23,Amazon,2025-07-06,2025-06-04,Delhi,New Delhi,Electronics,P8090,Galaxy S24,Samsung,5,16510,23961.54,5,113817.32,37257.7,Debit Card,In Transit,1.0,New Delhi Hub,Mikayla Jimenez
ORD100101,CUST10101,Tony Watson,Female,35,Amazon,2025-04-20,2024-12-20,Karnataka,Bengaluru,Electronics,P9602,Galaxy S24,Samsung,2,1296,1819.66,0,3639.32,1047.32,Debit Card,Returned,2.0,Bengaluru Hub,Matthew Obrien
ORD100102,CUST10102,Jordan Archer,Female,26,Amazon,2025-11-03,2025-08-02,Tamil Nadu,Chennai,Electronics,P4662,iPhone 15,Apple,1,23879,34067.44,10,30660.7,10188.44,Credit Card,Delivered,2.0,Chennai Hub,Joseph Chase
ORD100103,CUST10103,Christopher Shea,Female,34,Flipkart,2024-11-26,2026-04-10,Tamil Nadu,Chennai,Beauty,P7313,Face Wash,Loreal,4,16782,19543.91,5,74266.86,11047.64,UPI,Delivered,1.0,Chennai Hub,Jake Smith
